siteid,sitename,LandUnitDetail,latitudedd,longitudedd,ElevationMeters,PrimaryType,SecondaryType,surveyid,surveydate,surveyors,surveyprotocol,ExtentOfData,seapscore_id,AQ_dewatered,AQ_function,AQ_functionRisk,AQ_discharge,AQ_dischargeRisk,AQ_naturalness,AQ_naturalnessRisk,AQ_persistence,AQ_persistenceRisk,AQ_waterQuality,AQ_waterQualityRisk,AQ_algalPeriphyton,AQ_algalPeriphytonRisk,AQ_aquiferScore,AQ_aquiferRiskScore,GEO_obliterated,GEO_geomorphicFunction,GEO_geomorphicFunctionRisk,GEO_runoutChannel,GEO_runoutChannelRisk,GEO_soilIntegrity,GEO_soilIntegrityRisk,GEO_geomorphicDiversity,GEO_geomorphicDiversityRisk,GEO_naturalDisturbance,GEO_naturalDisturbanceRisk,GEO_geomorphicScore,GEO_geomorphicRiskScore,HAB_isolation,HAB_isolationRisk,HAB_size,HAB_sizeRisk,HAB_quality,HAB_qualityRisk,HAB_nativePlantRole,HAB_nativePlantRoleRisk,HAB_trophicDynamics,HAB_trophicDynamicsRisk,HAB_habitatScore,HAB_habitatRiskScore,BIO_nativePlantRichness,BIO_nativePlantRichnessRisk,BIO_nativeFaunaDiversity,BIO_nativeFaunaDiversityRisk,BIO_sensitivePlantRichness,BIO_sensitivePlantRichnessRisk,BIO_sensitiveFaunaRichness,BIO_sensitiveFaunaRichnessRisk,BIO_nonnativePlantRarity,BIO_nonnativePlantRarityRisk,BIO_nonnativeFaunaRarity,BIO_nonnativeFaunaRarityRisk,BIO_nativePlantDemography,BIO_nativePlantDemographyRisk,BIO_nativeFaunaDemography,BIO_nativeFaunaDemographyRisk,BIO_biotaScore,BIO_biotaRiskScore,FHI_surfaceWQ,FHI_surfaceWQrisk,FHI_flowRegulation,FHI_flowRegulationRisk,FHI_roadTrailRail,FHI_roadTrailRailRisk,FHI_fencing,FHI_fencingRisk,FHI_construction,FHI_constructionRisk,FHI_herbivory,FHI_herbivoryRisk,FHI_recreation,FHI_recreationRisk,FHI_adjacentLand,FHI_adjacentLandRisk,FHI_fireInfluence,FHI_fireInfluenceRisk,FHI_humanImpactScore,FHI_humanImpactRiskScore,AC_informationQuality,AC_informationQualityRisk,AC_culturalSignificance,AC_culturalSignificanceRisk,AC_historicalSignificance,AC_historicalSignificanceRisk,AC_recreationSignificance,AC_recreationSignificanceRisk,AC_economicValue,AC_economicValueRisk,AC_mgmtPlan,AC_mgmtPlanRisk,AC_sciEducValue,AC_sciEducValueRisk,AC_envirCompliance,AC_envirComplianceRisk,AC_legalStatus,AC_legalStatusRisk,AC_adminContextScore,AC_adminContextRiskScore,meanConditionScore,meanConditionRiskScore,nullConditionScores,nullRiskScores,managementRecommendations
439,Royal Bull Springs,"Coconino NF, Mogollon Rim RD",34.43286,-111.16082,2312,hillslope,,1261928167,9/20/2009,"Jeri Ledbetter, Eric North, RJ Johnson, Denise Hudson",Stevens et al. Level 2,10,75,0,,,1,2,5,2,,,4,3,,,3.33333,2.33333,0,4,2,5,2,4,2,2,2,5,2,4.2,2,3,2,3,2,4,2,5,3,3,3,4.2,2.4,4,3,4,3,,,,,6,3,6,2,4,3,4,3,4.66667,2.83333,,,5,2,5,2,5,2,5,2,3,3,5,2,5,2,,,4.71429,2.14286,3,4,6,,2,4,2,2,2,2,3,3,3,3,3,3,2,3,2.88889,3,4.00053,2.45159,6,7,
432,Lockwood Spring,"Coconino NF, Mogollon Rim RD",34.54811,-111.1417,2098,exposure,,1262010058,9/18/2009,"Jeri Ledbetter, Eric North, RJ Johnson, Valerie Hallam, Denise Hudson, Julaire Scott, Karissa Davis",Stevens et al. Level 2,9,78,0,,,9,2,5,2,,,5,1,,,5,1.66667,0,5,2,5,2,5,2,3,2,5,2,5,2,5,2,3,2,5,2,3,3,3,3,4.2,2.4,4,2,5,3,,,,,3,3,6,2,3,3,4,3,4.16667,2.66667,,,6,2,5,2,5,2,6,2,5,2,5,2,5,2,,,5.28571,2,3,2,6,,4,4,4,3,3,2,4,3,3,3,5,4,3,3,3.88889,3,4.59021,2.28889,7,7,
428,McClintock Spring,"Coconino NF, Mogollon Rim RD",34.49003,-111.1532,2207,hypocrene,,1262057998,9/20/2009,"Jeri Ledbetter, RJ Johnson, Eric North and Denise Hudson",Stevens et al. Level 2,10,80,0,,,9,2,1,4,,,,,,,1,3,0,2,3,4,3,4,3,1,3,4,2,3.2,2.8,5,3,5,3,3,3,2,4,3,3,2.6,3.2,3,3,4,2,,,,,5,3,5,2,2,4,4,3,3.83333,2.83333,4,3,3,3,3,3,4,3,5,2,3,3,3,3,3,3,,,3.5,2.875,3,2,6,,4,4,4,3,3,2,4,3,3,3,5,4,3,3,3.88889,3,3.0037,2.95139,7,7,
475,Lara Springs,"Coconino NF, Mogollon Rim RD",34.4671,-111.16785,2249,hillslope,,-277571624,9/12/2009,"Jeri Ledbetter, Eric North, Valerie Hallam, Julaire Scott, Christina Davis",Stevens et al. Level 2,10,89,0,,,9,2,2,3,,,,,,,2,2.5,0,2,3,3,3,4,2,3,3,3,3,3,2.8,4,3,2,3,3,3,4,2,4,3,3.2,2.8,4,3,4,3,,,,,4,3,6,2,3,3,4,3,4.16667,2.83333,3,3,3,3,6,1,4,3,6,1,3,3,5,1,5,1,,,4.375,2,3,4,,6,4,2,2,2,2,2,3,3,3,3,3,3,3,2,2.875,3,3.26944,2.65556,8,6,
312,Quaking Aspen Spring,"Kaibab NF, North Kaibab RD",36.37823,-112.28261,2398,hillslope,,1298504657,7/28/2010,"G. Rink, Albano, Phillips, and Willard",Stevens/NPS 2000,8,157,0,5,3,2,3,4,3,3,3,,,5,3,3.8,3,0,4,3,4,3,4,3,2,3,3,3,3.4,3,4,3,2,3,4,3,4,3,5,3,4.4,3,5,3,,,0,3,,,3,3,,,5,3,,,3.25,3,,,5,2,5,2,3,3,3,3,3,3,4,3,3,3,,,3.71429,2.71429,2,4,6,,4,3,3,2,3,2,5,2,2,1,4,2,6,1,3.88889,2.125,3.7422,2.80655,6,7,
351,Parissawampitts Spring,"Kaibab NF, North Kaibab RD",36.41313,-112.31666,2366,rheocrene,helocrene,903914113,7/30/2010,"C. Albano, G. Rink, K. Willard, and J. Spence",Stevens/NPS 2000,8,247,0,5,3,2,3,5,3,3,3,,,2,4,3.4,3.2,0,1,3,1,3,5,3,2,3,2,3,2.2,3,5,3,3,3,2,3,2,4,2,3,2.4,3.2,4,3,,,0,3,,,3,3,,,4,3,,,2.75,3,,,2,3,2,3,3,3,2,3,1,4,3,3,3,4,,,2.28571,3.28571,3,3,6,,4,3,3,2,3,2,4,2,2,1,4,2,6,1,3.88889,2,2.82077,2.94762,6,7,
310,Sowats Spring,"Kaibab NF, North Kaibab RD",36.52742,-112.45556,1835,hillslope,,558,7/1/2000,"RJ Johnson, Nathan Zorich, and Zeke Lauck",Stevens/NPS 2000,10,299,0,6,1,2,1,6,1,3,1,6,1,5,1,4.66667,1,0,6,0,5,1,6,0,0,1,3,4,5,1.2,3,3,2,3,4,2,5,2,4,3,4,2.6,,,,,,,4,3,5,9,5,1,,,,,4.66667,2,6,0,4,3,6,0,6,0,6,0,,,6,0,5,1,,,5.57143,0.57143,1,2,6,,4,3,2,1,2,2,5,2,2,1,2,2,4,2,3.11111,1.875,4.50265,1.54107,7,8,
885,63 Tank,"Coconino NF, Mogollon Rim RD",34.68032,-111.29347,2135,limnocrene,,1404517222,8/7/2012,Kyle Paffett and Gerald Higa,Stevens et al. Level 2,4,781,0,5,1,9,,9,,3,2,5,1,3,1,4,1.25,0,4,2,3,3,4,2,1,4,3,3,3,2.8,5,,3,2,3,3,,,4,3,3.75,2.66667,,,4,2,,,1,4,,,4,3,,,4,2,3.25,2.75,3,2,1,4,5,2,6,1,6,1,4,3,6,1,6,1,,,4.625,2.14286,2,2,6,6,0,1,5,2,2,2,0,5,1,2,0,3,1,2,1.88889,2.77778,3.5,2.36667,7,8,Remove berm that is ponding the spring site. Return the spring source to natural sphere of discharge. Fence off ungulates.
422,Upper Buck Spring,"Coconino NF, Mogollon Rim RD",34.42603,-111.14771,2313,hillslope,,1259902296,9/13/2009,"Jeri Ledbetter, Eric North, Valerie Hallam, Christina Davis",Stevens et al. Level 2,10,67,0,,,1,3,2,3,9,2,,,,,1.5,2.66667,0,3,2,2,3,,,4,3,3,3,2.75,2.75,3,3,2,3,2,3,3,3,2,3,2.2,3,2,3,4,3,,,,,3,3,6,2,4,3,4,3,3.83333,2.83333,,,2,3,5,2,5,2,6,1,3,3,3,3,4,2,,,4,2.28571,4,1,6,,4,4,3,3,4,2,3,3,3,3,4,3,5,2,4,2.625,3.04722,2.69345,8,8,
393,West Moonshine Spring,"Coconino NF, Mogollon Rim RD",34.48278,-111.14449,2239,hillslope,rheocrene,-1689402876,9/19/2009,"RJ Johnson, Eric North, Jeri Ledbetter, Valerie Hallam, Denise Hudson, Karissa Ramstead",Stevens et al. Level 2,9,81,0,,,0,3,,,1,3,0,3,,,0.33333,3,0,5,3,5,3,5,3,3,2,5,3,5,2.8,4,2,3,2,4,2,2,3,4,3,4,2.4,4,2,4,3,,,,,3,3,6,2,2,3,,,3.8,2.6,,,5,2,4,3,4,3,6,1,5,2,4,3,4,2,,,4.57143,2.28571,3,2,6,,4,4,3,3,2,3,4,3,3,3,5,4,3,3,3.66667,3.125,3.5619,2.70179,7,8,
308,Big Sowats Spring,"Kaibab NF, North Kaibab RD",36.52332,-112.45528,1828,hanging garden,,556,7/1/2000,"RJ Johnson, Nathan Zorich, and Zeke Lauck",Stevens/NPS 2000,9,114,0,6,1,1,1,6,1,3,1,6,1,6,0,4.66667,0.83333,0,6,0,6,0,6,0,9,0,6,0,6,0,3,0,6,0,5,1,5,1,4,3,4.8,1,,,,,,,4,3,3,2,,,,,,,3.5,2.5,6,0,6,0,6,0,6,0,6,0,,,6,0,5,1,,,5.85714,0.14286,1,2,6,,1,1,1,1,1,2,5,2,2,1,2,2,4,2,2.55556,1.625,4.56323,1.01687,8,8,
783,McDermit Spring,"Kaibab NF, Williams RD",35.26869,-111.91345,2200,helocrene,,-1952595448,8/30/2011,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,10,230,0,5,3,1,2,2,5,3,3,5,2,2,5,3,3.33333,0,1,5,1,5,1,5,0,4,4,4,1.4,4.6,3,3,3,1,4,3,4,3,4,3,3.8,2.6,2,4,3,4,3,4,2,4,2,5,3,4,3,4,3,4,2.625,4.125,1,5,1,5,4,2,3,4,3,4,3,4,5,2,4,3,5,2,2.77778,3.875,,,6,,,,,,,,,,,,,,,,,,2.70625,3.66458,9,9,Improve fencing (8-foot elk fence); provide wildlife water outside fenced area. Remove spring box structure and monitor.
309,Sowats Veronica unnamed,"Kaibab NF, North Kaibab RD",36.52485,-112.45552,1840,hillslope,,557,7/1/2000,"RJ Johnson, Nathan Zorich, and Zeke Lauck",Stevens/NPS 2000,9,298,0,6,1,1,1,6,1,3,1,6,1,6,1,4.66667,1,0,6,0,6,0,6,0,9,1,6,0,6,0.2,3,0,2,0,4,0,5,0,4,3,3.8,0.6,,,,,,,4,3,6,1,,,,,,,5,2,6,0,6,0,6,0,6,0,6,0,,,6,0,6,0,,,6,0,1,2,6,,1,1,1,1,1,2,5,2,2,1,2,2,4,2,2.55556,1.625,4.67037,0.90417,8,8,
310,Sowats Spring,"Kaibab NF, North Kaibab RD",36.52742,-112.45556,1835,hillslope,,-836967340,6/14/2012,"Larry Stevens, Glenn Rink, Jeri Ledbetter, Kyle Paffett, Ariel Leonard, Anya Fayfer, Kumi Isobe, and Dan Tayler",Stevens et al. Level 2,10,385,0,5,1,2,1,5,1,3,1,6,1,6,1,4.5,1,0,4,2,5,2,4,2,4,2,4,2,4.2,2,3,1,3,1,4,2,5,1,4,3,3.8,1.6,5,1,4,3,5,1,4,3,5,1,6,1,5,1,4,3,4.75,1.75,6,1,5,1,5,1,5,1,6,1,6,1,5,1,5,3,4,2,4.66667,1.5,,,6,,,,,,,,,,,,,,,,,,4.3125,1.5875,9,9,"Access to the site requires visitors to bushwhack an unstable slope. If the spring is left alone, no action is needed. However, if it is to be regularly monitored or otherwise visited, a stepping stone trail to the source should be constructed. "
832,Glenn Rink Spring,"Kaibab NF, North Kaibab RD",36.39426,-112.08316,2560,hillslope,rheocrene,-1590191419,6/15/2012,"Larry Stevens, Jeri Ledbetter, Glenn Rink, Ariel Leonard, Kyle Paffett, Dan Taylor, Kumi Isobe, and Anya Fayfer",Stevens et al. Level 2,10,386,0,6,2,3,2,6,2,6,2,6,2,6,2,5.5,2,0,6,2,6,2,6,2,2,1,6,2,5.2,1.8,3,1,3,2,6,2,6,2,5,2,4.6,1.8,6,1,4,3,6,1,4,3,6,1,6,1,6,1,5,2,5.375,1.625,6,1,6,1,6,1,6,1,6,1,6,1,6,1,5,3,6,2,5.33333,1.5,,,6,,,,,,,,,,,,,,,,,,5.16875,1.80625,9,9,
17948,Coconino Fracture,"Kaibab NF, North Kaibab RD",36.39948,-112.08437,2499,hanging garden,,-2132605255,6/17/2012,"Kyle Paffett, Larry Stevens, Jeri Ledbetter, Glenn Rink, Anya Fayfer, and Kumi Isobe",Stevens et al. Level 2,9,393,0,6,1,1,1,6,1,6,1,6,1,6,1,5.16667,1,0,6,1,6,1,6,1,3,1,6,1,5.4,1,3,2,3,2,6,1,6,0,4,3,4.4,1.6,6,0,5,3,6,0,5,2,6,1,6,0,6,1,4,3,5.5,1.25,6,1,6,0,5,1,6,0,6,0,6,0,6,1,5,2,6,3,5.22222,1,,,6,,,,,,,,,,,,,,,,,,5.11667,1.2125,9,9,"This pristine spring requires no management action, but may warrant occasional monitoring attention. "
226457,Homestead Channel Springs,"Coconino NF, Mogollon Rim RD",34.4704,-111.28585,2196,rheocrene,,2146245804,6/24/2017,"Jeri Ledbetter, Gloria Hardwick, Glenn Rink, and Melissa Carrillo-Galaviz",Stevens et al. Level 2,10,1779,0,5,2,1,2,5,2,5,2,5,2,5,2,4.3,2,0,5,2,5,2,5,2,2,2,5,2,4.4,2,2,2,3,2,5,2,5,2,5,2,4.2,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,5,2,4,3,4,3,6,1,4,3,5,2,5,2,4,3,4.7,2.3,,,,,2,,,,,,,,,,,,,,2,0,4.5,2.1,8,9,"This site has no need of management action, aside from occasional monitoring. The perennial pools could be considered for leopard frog introduction. They are easily accessible, but do not appear to receive significant visitation."
776,East Twin Spring,"Kaibab NF, Williams RD",35.16906,-112.21548,2155,helocrene,anthropogenic,264162954,8/14/2013,"Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, Tom Checknis, and Colton McDavid",Stevens et al. Level 2,8,942,0,4,5,0,5,1,5,1,5,1,5,1,5,1.33333,5,0,1,5,1,5,2,5,2,5,2,5,1.6,5,4,5,2,5,3,3,5,4,4,5,3.6,4.4,2,5,3,4,2,5,4,3,3,3,3,4,2,4,3,4,2.75,4,1,5,1,5,3,3,3,3,6,1,2,4,4,2,4,3,4,3,2.66667,3.625,,,,,,,,,,,,,,,,,,,,,2.32083,4.6,9,9,This site is so thoroughly disrupted that little can be done to recover it.
745,Twin Springs,"Kaibab NF, Williams RD",35.16832,-112.22494,2130,anthropogenic,helocrene,1379087124,8/14/2013,"Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, Tom Checknis, and Colton McDavid",Stevens/GDE hybrid,7,943,0,4,5,0,5,1,5,4,5,9,4,2,4,3.3,4.7,0,1,5,1,5,1,5,2,5,3,3,1.6,4.6,4,5,2,5,2,5,2,5,4,4,2.8,4.8,3,3,4,3,3,4,4,3,2,4,2,5,3,4,2,5,2.9,3.9,2,5,1,5,2,5,2,4,5,1,4,4,4,4,5,1,3,3,2.6,4,,,,,,,,,,,,,,,,,,,0,0,2.8,4.2,9,9,Occasional monitoring is warranted.
777,Stage Tank spring,"Kaibab NF, Williams RD",35.09551,-112.26913,1977,rheocrene,limnocrene,-740035963,8/16/2013,"Jeri Ledbetter, Glenn Rink, and Marguerite Hendrie",Stevens et al. Level 2,8,951,0,5,2,0,4,5,2,5,2,5,2,5,2,4.16667,2.33333,0,6,1,6,1,6,1,5,1,5,2,5.6,1.2,5,5,3,2,5,2,5,1,4,3,4.4,2.6,4,3,4,3,4,3,4,3,3,4,4,3,4,3,4,3,3.875,3.125,6,1,6,1,6,1,6,1,6,1,6,1,6,1,5,2,4,4,5.11111,1.625,,,,,,,,,,,,,,,,,,,,,4.51042,2.31458,9,9,"The fence around the site is down and unusable, and should be repaired to protect the site from undesired ungulate grazing/browsing."
766,Many Snakes Spring,"Kaibab NF, Williams RD",35.10909,-112.23399,1990,limnocrene,rheocrene,-751493278,8/16/2013,"Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, and Bill Beaver",Stevens/GDE hybrid,8,952,0,5,4,9,4,5,4,5,4,5,4,5,2,5,3.7,0,6,1,6,1,6,1,4,1,5,2,5.4,1.2,3,4,3,4,6,1,6,1,4,4,4.4,2.8,4,2,5,3,5,2,4,3,3,3,4,3,4,3,4,3,4.1,2.8,6,1,6,1,6,1,4,4,6,1,6,1,6,1,4,3,4,4,4.9,2.1,,,,,,,,,,,,,,,,,,,0,0,5,2.5,9,9,Site cleanup and occasional monitoring is warranted.
19259,Hell Canyon Spring,"Kaibab NF, Williams RD",35.15263,-112.22294,2015,rheocrene,,1379352302,8/14/2013,"Jeri Ledbetter, Glenn Rink, Marguerite Hendrie, Colton McDavid, and Tom Checknis",Stevens et al. Level 2,10,953,0,5,4,1,4,5,2,5,2,6,2,6,1,4.66667,2.5,0,5,1,5,1,5,1,2,1,5,1,4.4,1,5,4,2,3,5,3,2,5,5,2,3.8,3.4,5,1,4,3,5,1,4,3,6,1,4,3,5,2,4,3,4.625,2.125,5,1,6,1,6,1,6,1,6,1,6,1,6,1,6,1,3,3,4.88889,1.375,,,,,,,,,,,,,,,,,,,,,4.37292,2.25625,9,9,Occasional monitoring is warranted.
19246,Cane Hanging Garden,"Kaibab NF, North Kaibab RD",36.58374,-112.04679,1900,hanging garden,,975429660,8/28/2013,"Larry Stevens, Jeri Ledbetter, Glenn Rink, and Marguerite Hendrie",Stevens et al. Level 2,10,965,0,6,1,1,1,5,1,5,1,6,1,6,1,4.83333,1,0,4,2,4,2,3,3,3,3,4,1,3.6,2.2,1,2,3,2,5,2,5,2,3,3,3.8,2.2,6,2,4,3,4,3,4,3,6,2,4,2,5,2,4,3,4.625,2.5,5,1,5,1,4,2,4,3,5,1,5,2,5,1,4,3,4,2,4.11111,2,,,,,,,,,,,,,,,,,,,,,4.21458,1.975,9,9,"While this spring is in nearly pristine condition, the surrounding landscape has been intensively used. Occasional monitoring is warranted."
707,Cane Springs north,"Kaibab NF, North Kaibab RD",36.58566,-112.04667,1916,cave,anthropogenic,-291009299,8/28/2013,"Larry Stevens, and Glenn Rink",Stevens et al. Level 2,10,966,0,6,1,1,1,6,1,5,1,6,1,6,1,5,1,0,3,3,4,3,3,4,3,3,4,1,3.4,2.8,2,2,3,2,4,2,5,2,3,3,3.6,2.2,6,2,4,3,6,1,3,4,6,1,4,3,6,1,4,3,4.875,2.25,5,1,2,5,4,2,4,2,5,1,5,2,5,1,4,3,4,2,3.77778,2.375,,,,,,,,,,,,,,,,,,,,,4.21875,2.0625,9,9,Piping warrants repair if the primary purpose is to abstract flow. Occasional monitoring would be useful.
957,Doyle Spring,"Coconino NF, Peaks RD",35.33191,-111.65994,3139,hillslope,helocrene,1561303340,9/27/2013,Larry Stevens,Stevens et al. Level 1,4,1015,0,3,2,1,3,2,3,1,3,3,3,3,3,2.16667,2.83333,0,2,5,3,5,3,4,3,4,4,3,3,4.2,4,3,2,3,2,4,4,3,3,4,3.2,3.4,5,2,4,3,3,2,3,3,5,2,5,2,3,4,3,3,3.875,2.625,2,5,3,4,3,3,6,0,6,0,5,1,4,2,5,2,5,2,3.77778,2.375,,,,,,,,,,,,,,,,,,,,,3.06042,3.26458,9,9,"Doyle Spring has been extensively modified, excavated, roaded, and piped. If flow still exists at the site, the difficulty and cost of restoration indicates that stewardship attention elsewhere would better serve management purposes."
1019,Little Elden Spring,"Coconino NF, Peaks RD",35.27691,-111.57934,2190,hillslope,limnocrene,534647800,7/27/2013,Larry Stevens and Jeri Ledbetter,Stevens et al. Level 2,9,1019,0,6,1,1,1,5,1,3,1,5,1,6,1,4.33333,1,0,3,4,2,4,3,4,2,4,3,2,2.6,3.6,5,4,3,4,3,4,3,4,3,4,3.4,4,3,4,3,4,3,4,3,3,3,3,4,3,3,3,3,4,3.125,3.5,5,1,2,5,3,3,4,2,6,1,4,3,4,2,4,3,4,3,3.55556,2.875,,,,,,,,,,,,,,,,,,,,,3.36458,3.025,9,9,The hydrology of the site should be investigated to determine whether a helocrene habitat could be restored. Access and fencing should be re-evaluated if site rehabilitation is considered. Removal of the broken concrete tank and rehabilitation of the downslope meadow are recommended.
769,Pitman Valley Spring,"Kaibab NF, Williams RD",35.24983,-112.03936,2090,anthropogenic,limnocrene,2146221030,5/27/2014,"Jeri Ledbetter, Lucky Thomas, Jeff Glessing, Andrew Gosnell, Lance Murray, Julie Polovitch, Mason Stansfield, Glenn Rink, and Jenn Chavez",Stevens et al. Level 2,10,1227,0,2,2,1,3,2,3,9,3,2,3,2,4,3,3,0,1,5,1,9,3,5,1,5,2,5,1.6,5.8,5,3,3,3,2,4,1,4,2,4,2.6,3.6,1,4,2,4,2,,1,4,3,4,3,4,2,4,3,4,2.1,4,1,4,3,4,3,5,3,5,3,4,2,4,5,2,3,4,5,2,3.1,3.8,1,,,,,,,,,,,,,,,,,,1,,2.5,4,8,10,
164124,Metate Tank,"Kaibab NF, Williams RD",35.13936,-112.20844,2105,limnocrene,,2146221077,6/21/2014,"Larry Stevens, Glenn Rink, and Jeri Ledbetter",Stevens et al. Level 2,10,1293,0,5,2,9,2,3,2,3,2,5,2,2,4,4.5,2.3,0,2,5,2,5,2,5,4,3,2,5,2.4,4.6,5,3,4,3,2,5,5,2,5,3,4.2,3.2,5,2,4,3,3,3,4,3,3,3,4,4,4,3,4,3,3.9,3,2,5,2,5,3,3,5,1,5,1,2,5,3,3,4,3,4,3,3.3,3.2,,,,,,,,,,,,,,,,,,,,,3.7,3.2,9,9,
747,L O Spring,"Kaibab NF, Williams RD",35.15335,-111.98434,2041,helocrene,rheocrene,2146236818,5/26/2015,"Jeri Ledbetter, Larry Stevens, Glenn Rink, Gary Alpert, Molly Joyce, Jenn Chavez, Jeff Jenness and Gloria Hardwick",Stevens et al. Level 2,10,1298,0,5,2,3,2,5,2,5,2,6,2,6,2,5,2,0,5,1,6,1,5,2,2,1,4,2,4.4,1.4,3,3,4,3,5,2,6,2,5,3,4.6,2.6,5,1,5,1,5,1,5,1,5,2,4,3,6,1,4,3,4.9,1.6,5,2,5,1,5,2,5,1,5,1,4,2,4,2,4,3,5,2,4.7,1.8,,,,,,,,,,,,,,,,,,,,,4.7,1.8,9,9,
736,Rock Spring,"Kaibab NF, North Kaibab RD",36.65064,-112.04788,1800,hanging garden,,2146238841,6/23/2015,"Jeri Ledbetter, Molly Joyce, Katie Junghans, and Lance Murray",Stevens/GDE hybrid,10,1379,0,4,3,1,3,2,3,5,3,5,3,5,1,3.7,2.7,0,5,2,5,2,5,2,4,2,6,1,5,1.8,5,3,3,3,4,3,4,2,5,2,4.2,2.6,3,1,3,2,4,1,4,2,4,2,5,1,5,1,4,1,4,1.4,5,2,2,3,6,1,6,1,6,1,5,1,6,1,5,2,5,2,5.1,1.6,,,,,,,,,,,,,,,,,,,0,0,4.4,1.9,9,9,
691,South Big Spring Tank,"Kaibab NF, North Kaibab RD",36.35354,-112.18317,2607,limnocrene,anthropogenic,2146238842,6/24/2015,"Jeri Ledbetter, Molly Joyce, Katie Junghans, and Lance Murray",Stevens/GDE hybrid,10,1442,0,5,2,9,2,4,2,3,2,4,2,4,1,4.8,1.8,0,1,4,1,4,3,2,2,1,2,3,1.8,2.8,3,2,4,2,3,3,4,2,4,2,3.8,2.2,4,2,4,3,3,3,4,2,4,2,3,3,4,2,4,2,3.8,2.4,4,2,4,1,2,4,6,1,2,4,4,2,4,2,5,1,5,3,4,2.2,,,,,,,,,,,,,,,,,,,0,0,3.7,2.3,9,9,
606,Willow Spring,"Kaibab NF, North Kaibab RD",36.71097,-112.52975,1462,rheocrene,,2146244273,4/24/2016,Lance Murray,Stevens et al. Level 1,6,1447,0,5,3,2,1,5,2,9,9,5,1,4,1,5,2.8,0,6,1,5,1,5,1,6,1,6,1,5.6,1,3,2,3,1,4,2,9,9,5,1,5.2,3,5,1,5,1,5,1,5,1,5,2,6,1,5,1,5,1,5.1,1.1,5,1,5,3,6,1,5,2,6,1,6,1,6,1,5,1,6,1,5.6,1.3,,,,,,,,,,,,,,,,,,,0,0,5.3,1.8,9,9,Remove piping and periodic monitoring with extensive flora inventories.
629,Horse Spring,"Kaibab NF, North Kaibab RD",36.65013,-112.57101,1448,hillslope,rheocrene,2146244274,4/23/2016,"Larry Stevens, Jeri Ledbetter, and Lance Murray",Stevens/GDE hybrid,10,1448,0,6,1,1,1,6,1,6,1,6,1,6,1,5.2,1,0,5,2,5,2,5,2,3,2,3,2,4.2,2,5,2,3,2,5,2,5,1,5,2,4.6,1.8,5,2,5,2,6,1,5,2,5,2,4,2,4,2,4,3,4.8,2,6,1,6,1,6,1,6,1,6,0,5,1,6,1,5,2,4,2,5.6,1.1,,,,,,,,,,,,,,,,,,,0,0,4.9,1.5,9,9,"Occasional monitoring is warranted, also investigate hydrology."
746,Dow Spring,"Kaibab NF, Williams RD",35.15499,-111.98573,2058,hillslope,rheocrene,2146244285,5/13/2016,"Jeri Ledbetter, Gloria Hardwick, Jenn Chavez, and Courtney McDaniel",Stevens et al. Level 2,9,1455,0,5,2,2,2,4,2,4,2,5,2,5,2,4.2,2,0,5,2,4,2,5,2,4,1,4,2,4.4,1.8,3,2,3,2,5,2,5,2,5,2,4,2,5,2,5,2,5,2,5,2,5,2,4,2,5,2,5,2,4.9,2,5,2,3,2,5,2,6,2,6,1,5,1,5,2,4,2,5,2,4.9,1.8,,,,,,,,,,,,,,,,,,,0,0,4.5,1.9,9,9,
181940,Virgins Bower,"Kaibab NF, North Kaibab RD",36.70816,-112.52567,1510,hillslope,hanging garden,2146244276,4/24/2016,"Larry Stevens, Jeri Ledbetter, and Lance Murray",Stevens/GDE hybrid,10,1456,0,5,2,2,2,5,2,4,2,6,1,6,0,4.7,1.5,0,5,2,9,9,5,2,5,2,5,2,5.8,3.4,3,2,4,2,6,1,5,2,5,2,4.8,1.8,6,2,4,2,5,1,5,2,5,3,6,1,5,1,5,1,5.1,1.6,5,1,6,1,6,0,6,0,6,0,6,0,5,1,5,1,5,1,5.6,0.6,,,,,,,,,,,,,,,,,,,0,0,5.2,1.6,9,9,"Surveyors recommend occasional monitoring, but have no other recommendations at this time."
1023,Lockwood Spring,"Coconino NF, Mormon Lake RD",34.97443,-111.49292,2264,hillslope,,2146244607,9/7/2016,"Emily Thompson, Sue Ordway, Irene Hamilton, and Chantel Cook",Stevens et al. Level 2,3,1521,1,0,6,0,6,0,6,0,6,0,6,0,6,0,6,1,0,6,0,6,0,6,0,6,0,6,0,6,5,4,1,3,1,3,1,3,1,3,1.8,3.2,1,3,2,3,1,3,1,2,4,3,4,2,1,3,2,3,2,2.8,0,2,0,2,5,1,5,1,2,3,5,1,5,1,2,3,3,3,3,1.9,,,,,,,,,,,,,,,,,,,0,0,1.6,3.7,9,9,The site condition seems stable; spring has not changed significantly since survey conducted 6/28/13.
